ค่าย,ประเภทแพ็กเกจ,ชื่อแพ็กเกจ, ค่าบริการ ,หน่วยราคา,โทรในเครือข่าย,โทรนอกเครือข่าย,เงื่อนไขโทร,ปริมาณเน็ต,ความเร็วเน็ตสูงสุด,Wifi,ส่วนเกินค่าโทรในเครือข่าย,ส่วนเกินค่าโทรนอกเครือข่าย,ส่วนเกินค่าเน็ต,SMS,MMS,ส่วนเกินSMS ,ส่วนเกินMMS ,ของแถม,เงื่อนไขเพิ่มเติม,Type,price,baht,call,min,netcapacity,gb,speed,mbps
AIS,โปรโมชั่นมือถือ,Realme C3,"3,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3999,,0,,24,,9999,
AIS,โปรโมชั่นมือถือ,VIVO Y11,"3,999",บาท,-,-,,24 GB,Full Speed,AIS Super Wifi (ไม่จำกัด),50 สต./นาที,50 สต./นาที,,,,,,"(ซิม AIS ครบเครื่อง (เติมเงิน)), เล่นฟรี Facebook และ Instagram ไม่คิดค่าอินเทอร์เน็ต",รับสิทธิ์นาน 12 เดือน (อินเตอร์เน็ตเดือนละ 2 GB),,3999,,0,,24,,9999,
DTAC,รายเดือน,dtac GO 2199 เน็ตไม่อั้น ไม่ลดสปีด,"2,199",บาท/เดือน,ไม่จำกัด,ไม่จำกัด,,ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),-,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Platinum Blue Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับ ทุกทวีปทั่วโลก 5GB/เดือน",-,5G,2199,,9999,,9999,,100,
DTAC,รายเดือน,dtac GO 1999 เน็ตไม่อั้น ไม่ลดสปีด,"1,999",บาท/เดือน,"2,500 นาที ","2,500 นาที ",(ทุกเครือข่าย),ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Platinum Blue Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับ ทุกทวีปทั่วโลก 5GB/เดือน",-,5G,1999,,2500,,9999,,100,
DTAC,รายเดือน,dtac GO 1499 เน็ตไม่อั้น ไม่ลดสปีด,"1,499",บาท/เดือน,"1,200 นาที ","1,200 นาที ",(ทุกเครือข่าย),ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Platinum Blue Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับ ทุกทวีปทั่วโลก 5GB/เดือน",-,5G,1499,,1200,,9999,,100,
DTAC,รายเดือน,dtac GO 1099 เน็ตไม่อั้น ไม่ลดสปีด,"1,099",บาท/เดือน,700 นาที ,700 นาที ,(ทุกเครือข่าย),ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,"พิเศษ รับสิทธิ์เป็น Gold Member,  รับสิทธิ์ใช้งานอินเทอร์เน็ตฟรี สำหรับประเทศในโซนเอเชีย ออสเตรเลีย และอเมริกา 5GB/เดือน",-,5G,1099,,700,,9999,,100,
DTAC,รายเดือน,dtac GO 899,899,บาท/เดือน,400 นาที ,400 นาที ,(ทุกเครือข่าย),30 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในเอเชีย ออสเตรเลีย อเมริกา,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,899,,400,,30,,100,
DTAC,รายเดือน,dtac GO 699,699,บาท/เดือน,300 นาที ,300 นาที ,(ทุกเครือข่าย),20 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในประเทศเพื่อนบ้าน,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,699,,300,,20,,100,
DTAC,รายเดือน,dtac GO 599,599,บาท/เดือน,300 นาที ,300 นาที ,(ทุกเครือข่าย),16 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในประเทศเพื่อนบ้าน,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,599,,300,,16,,100,
DTAC,รายเดือน,dtac GO 499,499,บาท/เดือน,200 นาที ,200 นาที ,(ทุกเครือข่าย),10 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,ฟรีเน็ต 5GB ในประเทศเพื่อนบ้าน,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,499,,200,,10,,100,
DTAC,รายเดือน,dtac GO 399,399,บาท/เดือน,150 นาที ,150 นาที ,(ทุกเครือข่าย),5 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,2.5 บ./ข้อความ,4.5 บ./ข้อความ,-,หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps,5G,399,,151,,5,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 899,899,บาท/เดือน,-,-,,ไม่จำกัด,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,899,,0,,9999,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 699,699,บาท/เดือน,-,-,,35 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,699,,0,,35,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 599,599,บาท/เดือน,-,-,,20 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,599,,0,,20,,100,
DTAC,รายเดือน,Tablet Net Non-Stop 399,399,บาท/เดือน,-,-,,10 GB,100 Mbps,Dtac Wifi (ไม่จำกัด),1.5 บ./นาที,1.5 บ./นาที,-,-,-,-,-,-,"หลังจากใช้งาน Internet ครบตามปริมาณที่กำหนด สามารถเล่นเน็ตได้ต่อเนื่อง ความเร็วสูงสุด 384 Kbps, แพ็กเน็ตสำหรับแท็บเล็ต ",5G,399,,0,,10,,100,
DTAC,เติมเงิน,ซิมคงกระพัน 10 Mbps นาน 12 เดือน,"1,600",บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน,เน็ตไม่อั้นไม่ลดสปีด 10 Mbps นาน 12 เดือน, โทรฟรีเบอร์ดีแทค 12 เดือน (ไม่เกิน15นาที/ครั้ง)",-,5G,1600,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 10 Mbps นาน 6 เดือน,950,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 10 Mbps นาน 6 เดือน",-,5G,950,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 10 Mbps นาน 3 เดือน,540,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 10 Mbps นาน 3 เดือน",-,5G,540,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 4 Mbps นาน 12 เดือน,"1,350",บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน,เน็ตไม่อั้นไม่ลดสปีด 4 Mbps นาน 12 เดือน, โทรฟรีเบอร์ดีแทค 12 เดือน (ไม่เกิน15นาที/ครั้ง)",-,5G,1350,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 4 Mbps นาน 6 เดือน,850,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 4 Mbps นาน 6 เดือน",-,5G,850,,0,,0,,0,
DTAC,เติมเงิน,ซิมคงกระพัน 4 Mbps นาน 3 เดือน,450,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ ,-,"ประกันโควิด นาน 30 วัน, เน็ตไม่อั้นไม่ลดสปีด 4 Mbps นาน 3 เดือน",-,5G,450,,0,,0,,0,
DTAC,เติมเงิน,ซิม Happy Net,49,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,0.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,"อินเทอร์เน็ตสำหรับใช้งานเฟซบุค ไลน์ อินสตาแกรม แมสเสนเจอร์ และทวิตเตอร์ ความเร็วสูงสุด 4 Mbps ไม่จำกัด นาน 7 วัน/สิทธิ์ สูงสุด 4 สิทธิ์/เดือน นาน 12 เดือน, อินเทอร์เน็ตสำหรับใช้งานยูทูป ความเร็วเต็มสปีด ฟรีครั้งละ 500 MB นาน 7 วัน/สิทธิ์ สูงสุด 4 สิทธิ์/เดือน นาน 12 เดือน",-,5G,49,,0,,0,,0,
DTAC,เติมเงิน,ซิม Happy Call,49,บาท,-,-,,-,-,-,0.69 บ./นาที,0.69 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,"อินเทอร์เน็ตสำหรับใช้งานแอปพลิเคชั่นไลน์ ไม่จำกัด ความเร็วสูงสุด 64 Kbps นาน 7 วัน/สิทธิ์ สูงสุด 4 สิทธิ์/เดือน นาน 12 เดือน, อินเทอร์เน็ตพื้นฐาน ความเร็ว 16 Kbps ไม่จำกัด นาน 30 วัน สูงสุดนาน 12 เดือน",-,5G,49,,0,,0,,0,
DTAC,เติมเงิน,ซิม Happy คอมโบ,199,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ," อินเทอร์เน็ตสำหรับใช้งาน ไม่อั้นไม่ลดสปีด ความเร็วสูงสุด 2Mbps,  โทรฟรีเบอร์ดีแทคตลอด 24 ชั่วโมง สูงสุดครั้งละ 15 นาที ระยะเวลาใช้งาน 30 วัน ",ต่ออายุอัตโนมัติ ใช้งานได้ 30 วัน จนครบ 12 รอบ,5G,199,,0,,0,,0,
DTAC,เติมเงิน,ซิม Happy คอมโบ,99,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ," อินเทอร์เน็ตสำหรับใช้งาน ไม่อั้นไม่ลดสปีด ความเร็วสูงสุด 2Mbps,  โทรฟรีเบอร์ดีแทคตลอด 24 ชั่วโมง สูงสุดครั้งละ 15 นาที ระยะเวลาใช้งาน 7 วัน ",ต่ออายุอัตโนมัติ ใช้งานได้ 7 วัน จนครบ 52 รอบ,5G,99,,0,,0,,0,
DTAC,เติมเงิน,ซิม Happy คอมโบ,49,บาท,-,-,,-,-,-,0.99 บ./นาที,0.99 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ," อินเทอร์เน็ตสำหรับใช้งาน ไม่อั้นไม่ลดสปีด ความเร็วสูงสุด 2Mbps,  โทรฟรีเบอร์ดีแทคตลอด 24 ชั่วโมง สูงสุดครั้งละ 15 นาที ระยะเวลาใช้งาน 3 วัน ",ต่ออายุอัตโนมัติ ใช้งานได้ 7 วัน จนครบ 52 รอบ,5G,49,,0,,0,,0,
DTAC,เติมเงิน,ซิม Go เพลิน,49,บาท,-,-,,-,-,-,0.69 บ./นาที,0.69 บ./นาที,-,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,"ฟรีอินเทอร์เน็ตป้องกันเน็ตรั่วต่อเนื่องนาน 12 เดือน โดยผู้ใช้บริการจะต้องมีจำนวนเงินคงเหลือในระบบมากกว่า 0 บาทและวันใช้งานคงเหลืออย่างน้อย 1 วัน, รับโบนัสฟรี 15 บาท",-,5G,49,,0,,0,,0,
DTAC,เติมเงิน,ซิม Super 4G,49,บาท,-,-,,-,-,-,1.5 สต./วินาที(นาทีแรก 99 สต.),1.5 สต./วินาที(นาทีแรก 99 สต.),1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,"สิทธิ์ดู YouTube ฟรี ตั้งแต่เที่ยงคืนถึงแปดโมงเช้า นาน 30 วัน สูงสุด 12 เดือน
                             ","เดือนที่ 1 ดูฟรี, เดือนที่ 2 - 12 ต้องเติมเงินสะสมครบ 150 บ./เดือน",5G,49,,0,,0,,0,
DTAC,เติมเงิน,ซิมเน็ตซิ่ง x2,25,บาท,-,-,,-,-,-,0.89 บ./นาที,0.89 บ./นาที,1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,ฟรีอินเทอร์เน็ตความเร็ว 2Mbps เมื่อเติมเงินภายใน 15 วันนับจากวันแรกที่เปิดใช้งาน โดยสามารถใช้งานได้ถึงเที่ยงคืน,"รับสิทธิ์สมัครโปรเสริมอินเทอร์เน็ตไม่อั้นไม่ลดสปีด โดยจะได้รับความเร็วอินเทอร์เน็ตของโปรเสริมเพิ่มเป็น 2 เท่า จาก 1Mbps เป็น 2Mbps นับตั้งแต่วันเปิดใช้งานซิมการ์ด โดยจะต้องสมัครโปรเสริม 2 แพ๊กเกจที่กำหนด (100 บ./7 วัน,300 บ./30 วัน)",5G,25,,0,,0,,0,
DTAC,เติมเงิน,ซิมของขวัญ, - ,บาท,-,-,,-,-,-,1.5 สต./วินาที(นาทีแรก 99 สต.),1.5 สต./วินาที(นาทีแรก 99 สต.),1.99 บ./MB,-,-, 3 บ./ข้อความ , 3 บ./ข้อความ ,"ฟรี อินเทอร์เน็ต 500MB นาน 3 วัน เมื่อเติมเงิน 20 บาท ภายในวันที่เปิดใช้งาน, ฟรี อินเทอร์เน็ต 1GB นาน 7 วัน เมื่อเติมเงินสะสมครบ 100 บาทต่อเดือน รับสิทธิ์สูงสุด 1 ครั้งต่อเดือนต่อเลขหมาย ใช้สิทธิ์ได้นาน 18 เดือน (รวมสูงสุด 18GB) นับตั้งแต่วันที่เปิดใช้งาน",ซิมของขวัญ สำหรับผู้เปิดใช้บริการโทรศัพท์เคลื่อนที่แบบเติมเงินใหม่จากดีแทคประเภทบุคคลธรรมดา ,5G,-,,0,,0,,0,
DTAC,แพ็กเกจเสริม,Internet Booster 50 GB นาน 30 วัน,349,บาท,-,-,,50 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,349,,0,,50,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 35 GB นาน 15 วัน,299,บาท,-,-,,35 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,299,,0,,35,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 30 GB นาน 15 วัน,279,บาท,-,-,,30 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,279,,0,,30,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 25 GB นาน 15 วัน,239,บาท,-,-,,25 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,239,,0,,25,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 20 GB นาน 15 วัน,199,บาท,-,-,,20 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,199,,0,,20,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 15 GB นาน 15 วัน,179,บาท,-,-,,15 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,179,,0,,15,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 10 GB นาน 30 วัน,199,บาท,-,-,,10 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,199,,0,,10,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 10 GB นาน 15 วัน,179,บาท,-,-,,10 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,179,,0,,10,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 10 GB นาน 10 วัน,119,บาท,-,-,,10 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 10 วัน,5G,119,,0,,10,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 8 GB นาน 7 วัน,149,บาท,-,-,,8 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,149,,0,,8,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 4 GB นาน 30 วัน,99,บาท,-,-,,4 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน,5G,99,,0,,4,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 4 GB นาน 15 วัน,99,บาท,-,-,,4 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 15 วัน,5G,99,,0,,4,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 3 GB นาน 7 วัน,79,บาท,-,-,,3 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,79,,0,,3,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 3 GB นาน 1 วัน,49,บาท,-,-,,3 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,49,,0,,3,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 12 GB ต่อเดือน ต่ออายุอัตโนมัติ,199,บาท,-,-,,12 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน ต่ออายุอัตโนมัติ,5G,199,,0,,12,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 8 GB ต่อเดือน ต่ออายุอัตโนมัติ,149,บาท,-,-,,8 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน ต่ออายุอัตโนมัติ,5G,149,,0,,8,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 5 GB ต่อเดือน ต่ออายุอัตโนมัติ,99,บาท,-,-,,5 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 30 วัน ต่ออายุอัตโนมัติ,5G,99,,0,,5,,9999,
DTAC,แพ็กเกจเสริม,Internet Max speed ULM นาน 7 วัน,199,บาท,-,-,,3 GB,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,199,,0,,3,,9999,
DTAC,แพ็กเกจเสริม,Internet Max speed ULM นาน 3 วัน,99,บาท,-,-,,ไม่จำกัด,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 3 วัน,5G,99,,0,,9999,,9999,
DTAC,แพ็กเกจเสริม,Internet Max speed ULM นาน 1 วัน,59,บาท,-,-,,ไม่จำกัด,Full Speed,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,59,,0,,9999,,9999,
DTAC,แพ็กเกจเสริม,Internet Booster 10 Mbps นาน 7 วัน,149,บาท,-,-,,ไม่จำกัด,10 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,149,,0,,9999,,10,
DTAC,แพ็กเกจเสริม,Internet Booster 10 Mbps นาน 1 วัน,49,บาท,-,-,,ไม่จำกัด,10 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,49,,0,,9999,,10,
DTAC,แพ็กเกจเสริม,Internet Booster 6 Mbps นาน 7 วัน,99,บาท,-,-,,ไม่จำกัด,6 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,99,,0,,9999,,6,
DTAC,แพ็กเกจเสริม,Internet Booster 6 Mbps นาน 1 วัน,39,บาท,-,-,,ไม่จำกัด,6 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,39,,0,,9999,,6,
DTAC,แพ็กเกจเสริม,โซเชียล ความเร็วสูงสุด ไม่อั้น นาน 30 วัน,199,บาท,-,-,,ไม่จำกัด,Full Speed,-,-,-,-,-,-,-,-,"ใช้เน็ตฟรีบนแอป YouTube, Facebook, Line(ไม่รวมการใช้งาน Line Call/Line VDO), Twitter, Freefire ที่ความเร็วสูงสุด ไม่จำกัด",ใช้ได้นาน 30 วัน,5G,199,,0,,9999,,9999,
DTAC,แพ็กเกจเสริม,เล่น 5 เกม ไม่อั้น นาน 7 วัน ฟรีไอเทมเกม Free Fire,49,บาท,-,-,,ไม่จำกัด,Full Speed,-,-,-,-,-,-,-,-,"ใช้เน็ตไม่จำกัดบนแอปเกม Free Fire, ROV, PUBG, Speed Drifter, Call of Duty ที่ความเร็วสูงสุด,ฟรีไอเทมเกม Free Fire กล่อง AK มังกรฟ้า 2 กล่อง",ใช้ได้นาน 7 วัน,5G,49,,0,,9999,,9999,
DTAC,แพ็กเกจเสริม,เน็ตโนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 10 Mbps,59,บาท,-,-,,ไม่จำกัด,10 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,58.85,,0,,9999,,10,
DTAC,แพ็กเกจเสริม,เน็ตโนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 4 Mbps,235,บาท,-,-,,ไม่จำกัด,4 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 7 วัน,5G,235.4,,0,,9999,,4,
DTAC,แพ็กเกจเสริม,เน็ตโนลิมิต : ไม่อั้นไม่ลดความเร็ว 4 Mbps,34,บาท,-,-,,ไม่จำกัด,4 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,34.24,,0,,9999,,4,
DTAC,แพ็กเกจเสริม,เน็ตโนลิมิต : ไม่อั้นไม่ลดความเร็ว 2 Mbps,374,บาท,-,-,,ไม่จำกัด,2 Mbps,-,-,-,-,-,-,-,-,-,"ใช้ได้นาน 30 วัน, ต่ออายุอัตโนมัติ",5G,374.4,,0,,9999,,2,
DTAC,แพ็กเกจเสริม,เน็ตโนลิมิต : ไม่อั้นไม่ลดความเร็ว 2 Mbps,128,บาท,-,-,,ไม่จำกัด,2 Mbps,-,-,-,-,-,-,-,-,-,"ใช้ได้นาน 7 วัน, ต่ออายุอัตโนมัติ",5G,128.4,,0,,9999,,2,
DTAC,แพ็กเกจเสริม,เน็ตโนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 1 Mbps,31,บาท,-,-,,ไม่จำกัด,1 Mbps,-,-,-,-,-,-,-,-,-,ใช้ได้นาน 1 วัน,5G,31.03,,0,,9999,,1,
DTAC,แพ็กเกจเสริม,Go โนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 4 Mbps + โทรฟรี,696,บาท,ไม่จำกัด,-,,ไม่จำกัด,4 Mbps,-,-,99 สต./นาที,-,-,-,-,-,-,"ใช้ได้นาน 30 วัน, ต่ออายุอัตโนมัติ",5G,695.5,,0,,9999,,4,
DTAC,แพ็กเกจเสริม,Go โนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 2 Mbps + โทรฟรี,500,บาท,ไม่จำกัด,-,,ไม่จำกัด,2 Mbps,-,-,99 สต./นาที,-,-,-,-,-,-,"ใช้ได้นาน 30 วัน, ต่ออายุอัตโนมัติ",5G,500,,0,,9999,,2,
DTAC,แพ็กเกจเสริม,Go โนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 512 Kbps + โทรฟรี,395,บาท,ไม่จำกัด,-,,ไม่จำกัด,512 Kbps,-,-,99 สต./นาที,-,-,-,-,-,-,"ใช้ได้นาน 30 วัน, ต่ออายุอัตโนมัติ",5G,394.83,,0,,9999,,0.512,
DTAC,แพ็กเกจเสริม,Go โนลิมิต : เน็ตไม่อั้นไม่ลดความเร็ว 10 Mbps + โทรฟรี,375,บาท,ไม่จำกัด,-,,ไม่จำกัด,10 Mbps,-,-,99 สต./นาที,-,-,-,-,-,-,"ใช้ได้นาน 7 วัน, ต่ออายุอัตโนมัติ",5G,374.5,,0,,9999,,10,
